"","Symbol","Name","LastSale","MarketCap","Sector","industry"
"298","BKD","Brookdale Senior Living Inc.","6.81","$1.27B","Health Care","Hospital/Nursing Management"
"299","BAM","Brookfield Asset Management Inc","45.24","$44.93B","Consumer Services","Building operators"
"300","BBU","Brookfield Business Partners L.P.","36.84","$2.44B","Basic Industries","Engineering & Construction"
"301","BIP","Brookfield Infrastructure Partners LP","40.01","$11.1B","Consumer Services","Marine Transportation"
"302","BEP","Brookfield Renewable Partners L.P.","29.97","$5.36B","Public Utilities","Electric Utilities: Central"
"303","BRO","Brown & Brown, Inc.","29.87","$8.35B","Finance","Specialty Insurers"
"304","BRT","BRT Apartments Corp.","13.39","$212.91M","Consumer Services","Real Estate Investment Trusts"
"305","BC","Brunswick Corporation","53.6","$4.66B","Energy","Industrial Machinery/Components"
"306","BT","BT Group plc","14.33","$28.44B","Public Utilities","Telecommunications Equipment"
"307","BPL","Buckeye Partners L.P.","32.76","$5.04B","Energy","Natural Gas Distribution"
"308","BKE","Buckle, Inc. (The)","19.55","$958.3M","Consumer Services","Clothing/Shoe/Accessory Stores"
"309","BVN","Buenaventura Mining Company Inc.","16.22","$4.12B","Basic Industries","Precious Metals"
"310","BBW","Build-A-Bear Workshop, Inc.","5.4","$80.76M","Consumer Services","Recreational Products/Toys"
"311","BG","Bunge Limited","53","$7.48B","Consumer Non-Durables","Packaged Foods"
"312","BURL","Burlington Stores, Inc.","170.79","$11.51B","Consumer Services","Department/Specialty Retail Stores"
"313","BWXT","BWX Technologies, Inc.","51.76","$5.11B","Energy","Industrial Machinery/Components"
"314","BY","Byline Bancorp, Inc.","20.5","$745.06M","Finance","Major Banks"
"315","CJ","C&J Energy Services, Inc","17.31","$1.14B","Energy","Oilfield Services/Equipment"
"316","CABO","Cable One, Inc.","948.35","$5.41B","Consumer Services","Television Services"
"317","CBT","Cabot Corporation","47.39","$2.82B","Basic Industries","Major Chemicals"
"318","COG","Cabot Oil & Gas Corporation","25.24","$10.88B","Energy","Oil & Gas Production"
"319","CACI","CACI International, Inc.","184.31","$4.58B","Technology","EDP Services"
"320","WHD","Cactus, Inc.","36.97","$2.77B","Energy","Metal Fabrications"
"321","CADE","Cadence Bancorporation","20.16","$2.66B","Finance","Major Banks"
"322","CAE","CAE Inc","21.07","$5.58B","Miscellaneous","Industrial Machinery/Components"
"323","CAI","CAI International, Inc.","24.71","$463.67M","Technology","Diversified Commercial Services"
"324","CAL","Caleres, Inc.","31.01","$1.33B","Consumer Non-Durables","Shoe Manufacturing"
"325","CRC","California Resources Corporation","23.74","$1.15B","Energy","Oil & Gas Production"
"326","CWT","California Water  Service Group Holding","52.53","$2.53B","Public Utilities","Water Supply"
"327","CALX","Calix, Inc","8.16","$433.54M","Consumer Services","Telecommunications Equipment"
"328","ELY","Callaway Golf Company","17.52","$1.66B","Consumer Non-Durables","Recreational Products/Toys"
"329","CPE","Callon Petroleum Company","7.74","$1.76B","Energy","Oil & Gas Production"
"330","CBM","Cambrex Corporation","41.83","$1.41B","Health Care","Major Pharmaceuticals"
"331","CPT","Camden Property Trust","97.66","$9.11B","Consumer Services","Real Estate Investment Trusts"
"332","CCJ","Cameco Corporation","11.53","$4.56B","Basic Industries","Precious Metals"
"333","CPB","Campbell Soup Company","36.35","$10.94B","Consumer Non-Durables","Packaged Foods"
"334","CWH","Camping World Holdings, Inc.","13.01","$1.14B","Consumer Durables","Automotive Aftermarket"
"335","GOOS","Canada Goose Holdings Inc.","55.46","$3.27B","Consumer Non-Durables","Apparel"
"336","CM","Canadian Imperial Bank of Commerce","84.2","$37.31B","Finance","Commercial Banks"
"337","CNI","Canadian National Railway Company","85.34","$61.96B","Transportation","Railroads"
"338","CNQ","Canadian Natural Resources Limited","28.56","$34.33B","Energy","Oil & Gas Production"
"339","CP","Canadian Pacific Railway Limited","204.59","$28.76B","Transportation","Railroads"
"340","CANG","Cango Inc.","8.9846","$1.36B","Technology","Computer Software: Prepackaged Software"
"341","CNNE","Cannae Holdings, Inc.","23.3","$1.67B","Consumer Services","Restaurants"
"342","CTST","CannTrust Holdings Inc.","9.43","$995.89M","Consumer Durables","Specialty Chemicals"
"343","CAJ","Canon, Inc.","28.51","$30.78B","Miscellaneous","Industrial Machinery/Components"
"344","CGC","Canopy Growth Corporation","47.05","$16.14B","Consumer Durables","Specialty Chemicals"
"345","CMD","Cantel Medical Corp.","74.32","$3.1B","Health Care","Medical/Dental Instruments"
"346","COF","Capital One Financial Corporation","84.26","$39.42B","Finance","Major Banks"
"347","CSU","Capital Senior Living Corporation","5.06","$158.26M","Health Care","Hospital/Nursing Management"
"348","BXMT","Capital Trust, Inc.","34.32","$4.25B","Consumer Services","Real Estate Investment Trusts"
"349","CIC","Capitol Investment Corp. IV","10.1","$508.16M","Finance","Business Services"
"350","CPRI","Capri Holdings Limited","46.81","$7.05B","Consumer Non-Durables","Apparel"
"351","CMO","Capstead Mortgage Corporation","8.25","$703.54M","Consumer Services","Real Estate Investment Trusts"
"352","CRR","Carbo Ceramics, Inc.","4.02","$111.45M","Capital Goods","Industrial Machinery/Components"
"353","CAH","Cardinal Health, Inc.","53.05","$15.81B","Health Care","Other Pharmaceuticals"
"354","CRCM","Care.com, Inc.","25.54","$812.09M","Consumer Services","Other Consumer Services"
"355","CSL","Carlisle Companies Incorporated","124.11","$7.11B","Basic Industries","Specialty Chemicals"
"356","KMX","CarMax Inc","61.65","$10.49B","Consumer Durables","Automotive Aftermarket"
"357","CCL","Carnival Corporation","57.84","$41.56B","Consumer Services","Marine Transportation"
"358","CRS","Carpenter Technology Corporation","48.22","$2.28B","Basic Industries","Steel/Iron Ore"
"359","CSV","Carriage Services, Inc.","21.43","$410.91M","Consumer Services","Other Consumer Services"
"360","CARS","Cars.com Inc.","24.02","$1.65B","Technology","EDP Services"
"361","CRI","Carter&#39;s, Inc.","99.66","$4.57B","Consumer Non-Durables","Apparel"
"362","CSLT","Castlight Health, inc.","3.95","$551.93M","Technology","EDP Services"
"363","CTLT","Catalent, Inc.","43.92","$6.4B","Health Care","Major Pharmaceuticals"
"364","CTT","CatchMark Timber Trust, Inc.","9.56","$469.65M","Consumer Services","Real Estate Investment Trusts"
"365","CAT","Caterpillar, Inc.","137.47","$79.12B","Capital Goods","Construction/Ag Equipment/Trucks"
"366","CATO","Cato Corporation (The)","15.63","$384.63M","Consumer Services","Clothing/Shoe/Accessory Stores"
"367","CBZ","CBIZ, Inc.","20.91","$1.15B","Miscellaneous","Business Services"
"368","CBL","CBL & Associates Properties, Inc.","1.98","$341.86M","Consumer Services","Real Estate Investment Trusts"
"369","CBRE","CBRE Group, Inc.","49.67","$16.93B","Finance","Real Estate"
"370","CBS","CBS Corporation","50.79","$18.94B","Consumer Services","Broadcasting"
"371","FUN","Cedar Fair, L.P.","52.71","$2.97B","Consumer Services","Services-Misc. Amusement & Recreation"
"372","CDR","Cedar Realty Trust, Inc.","3.37","$300.28M","Consumer Services","Real Estate Investment Trusts"
"373","CE","Celanese Corporation","102.8","$13.17B","Basic Industries","Major Chemicals"
"374","CLS","Celestica, Inc.","9.32","$1.1B","Technology","Electrical Products"
"375","CEL","Cellcom Israel, Ltd.","4.41","$512.43M","Public Utilities","Telecommunications Equipment"
"376","CPAC","Cementos Pacasmayo S.A.A.","9.7686","$828.12M","Capital Goods","Building Materials"
"377","CX","Cemex S.A.B. de C.V.","4.87","$7.36B","Capital Goods","Building Materials"
"378","CVE","Cenovus Energy Inc","9.14","$11.23B","Energy","Oil & Gas Production"
"379","CNC","Centene Corporation","61.34","$25.34B","Health Care","Medical Specialities"
"380","CNP","CenterPoint Energy, Inc.","30.17","$15.12B","Public Utilities","Electric Utilities: Central"
"381","EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","9.43","$12.76B","Public Utilities","Electric Utilities: Central"
"382","CEPU","Central Puerto S.A.","9.83","$1.49B","Public Utilities","Electric Utilities: Central"
"383","CCS","Century Communities, Inc.","22.74","$683.96M","Capital Goods","Homebuilding"
"384","CTL","CenturyLink, Inc.","12.97","$14.02B","Public Utilities","Telecommunications Equipment"
"385","CDAY","Ceridian HCM Holding Inc.","49.38","$6.77B","Technology","Computer Software: Prepackaged Software"
"386","CF","CF Industries Holdings, Inc.","42.28","$9.76B","Basic Industries","Agricultural Chemicals"
"387","GIB","CGI Inc.","67.13","$16.47B","Consumer Services","Professional Services"
"388","ECOM","ChannelAdvisor Corporation","13.04","$356.61M","Technology","Computer Software: Prepackaged Software"
"389","CHAP","Chaparral Energy, Inc.","4.92","$228.57M","Energy","Oil & Gas Production"
"390","CHRA","Charah Solutions, Inc.","6.69","$194.57M","Basic Industries","Environmental Services"
"391","CRL","Charles River Laboratories International, Inc.","144.09","$6.95B","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"392","CLDT","Chatham Lodging Trust (REIT)","19.72","$917.3M","Consumer Services","Real Estate Investment Trusts"
"393","CMCM","Cheetah Mobile Inc.","7.35","$1.05B","Technology","Computer Software: Prepackaged Software"
"394","CHGG","Chegg, Inc.","40.42","$4.67B","Consumer Services","Other Consumer Services"
"395","CHE","Chemed Corp.","329.63","$5.28B","Health Care","Medical/Nursing Services"
"396","CC","Chemours Company (The)","38.02","$6.35B","Basic Industries","Major Chemicals"
"397","CHMI","Cherry Hill Mortgage Investment Corporation","18.47","$299.02M","Consumer Services","Real Estate Investment Trusts"
"398","CHK","Chesapeake Energy Corporation","3.13","$5.12B","Energy","Oil & Gas Production"
"399","CHKR","Chesapeake Granite Wash Trust","1.52","$71.06M","Energy","Oil & Gas Production"
"400","CHSP","Chesapeake Lodging Trust","30.14","$1.83B","Consumer Services","Real Estate Investment Trusts"
"401","CPK","Chesapeake Utilities Corporation","90.82","$1.49B","Public Utilities","Oil & Gas Production"
"402","CVX","Chevron Corporation","122.03","$233.17B","Energy","Integrated oil Companies"
"403","CHS","Chico&#39;s FAS, Inc.","5.81","$730.52M","Consumer Services","Clothing/Shoe/Accessory Stores"
"404","CIM","Chimera Investment Corporation","18.58","$3.48B","Consumer Services","Real Estate Investment Trusts"
"405","DL","China Distance Education Holdings Limited","7.47","$248.89M","Consumer Services","Other Consumer Services"
"406","CEA","China Eastern Airlines Corporation Ltd.","32.75","$9.48B","Transportation","Air Freight/Delivery Services"
"407","CGA","China Green Agriculture, Inc.","0.5231","$20.69M","Basic Industries","Agricultural Chemicals"
"408","LFC","China Life Insurance Company Limited","14.42","$81.52B","Finance","Life Insurance"
"409","CHL","China Mobile (Hong Kong) Ltd.","53.12","$217.53B","Public Utilities","Telecommunications Equipment"
"410","BORN","China New Borun Corporation","0.893","$22.97M","Consumer Non-Durables","Beverages (Production/Distribution)"
"411","COE","China Online Education Group","6.95","$140.26M","Consumer Services","Other Consumer Services"
"412","SNP","China Petroleum & Chemical Corporation","85.82","$103.9B","Energy","Integrated oil Companies"
"413","XRF","China Rapid Finance Limited","1.23","$80.88M","Finance","Finance: Consumer Services"
"414","ZNH","China Southern Airlines Company Limited","41","$10.06B","Transportation","Air Freight/Delivery Services"
"415","CHA","China Telecom Corp Ltd","55.76","$45.13B","Public Utilities","Telecommunications Equipment"
"416","CHU","China Unicom (Hong Kong) Ltd","12.33","$37.73B","Public Utilities","Telecommunications Equipment"
"417","CYD","China Yuchai International Limited","19.48","$795.92M","Energy","Industrial Machinery/Components"
"418","CMG","Chipotle Mexican Grill, Inc.","611.63","$16.92B","Consumer Services","Restaurants"
"419","CHH","Choice Hotels International, Inc.","80.37","$4.5B","Consumer Services","Hotels/Resorts"
"420","CBK","Christopher & Banks Corporation","0.5799","$22.29M","Consumer Services","Clothing/Shoe/Accessory Stores"
"421","CB","Chubb Limited","134.12","$61.59B","Finance","Property-Casualty Insurers"
"422","CHT","Chunghwa Telecom Co., Ltd.","34.66","$26.89B","Public Utilities","Telecommunications Equipment"
"423","CHD","Church & Dwight Company, Inc.","65.58","$16.13B","Basic Industries","Package Goods/Cosmetics"
"424","CCC","Churchill Capital Corp","10.94","$943.58M","Finance","Business Services"
"425","CIEN","Ciena Corporation","42.76","$6.68B","Public Utilities","Telecommunications Equipment"
"426","CI","Cigna Corporation","178.25","$67.87B","Health Care","Medical Specialities"
"427","XEC","Cimarex Energy Co","73.08","$7B","Energy","Oil & Gas Production"
"428","CBB","Cincinnati Bell Inc","9.62","$482.6M","Public Utilities","Telecommunications Equipment"
"429","CNK","Cinemark Holdings Inc","38.49","$4.5B","Consumer Services","Movies/Entertainment"
"430","CINR","Ciner Resources LP","24.77","$487.97M","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"431","CIR","CIRCOR International, Inc.","33.63","$667.34M","Capital Goods","Metal Fabrications"
"432","CISN","Cision Ltd.","13.08","$1.81B","Technology","Computer Software: Prepackaged Software"
"433","CIT","CIT Group Inc (DEL)","51.25","$5.17B","Finance","Major Banks"
"434","BLW","Citigroup Inc.","14.83","$543.32M","Finance","Major Banks"
"435","CFG","Citizens Financial Group, Inc.","37","$17.03B","Finance","Major Banks"
"436","CIA","Citizens, Inc.","6.97","$349.07M","Finance","Life Insurance"
"437","CIO","City Office REIT, Inc.","11.47","$453.57M","Consumer Services","Real Estate Investment Trusts"
"438","CVEO","Civeo Corporation","2.5","$419.93M","Consumer Services","Hotels/Resorts"
"439","CIVI","Civitas Solutions, Inc.","17.76","$644.81M","Health Care","Medical/Nursing Services"
"440","CLH","Clean Harbors, Inc.","68.77","$3.85B","Basic Industries","Environmental Services"
"441","CCO","Clear Channel Outdoor Holdings, Inc.","5","$1.83B","Consumer Services","Advertising"
"442","CLW","Clearwater Paper Corporation","28.06","$461.9M","Basic Industries","Paper"
"443","CWEN","Clearway Energy, Inc.","14.51","$2.8B","Public Utilities","Electric Utilities: Central"
"444","CLF","Cleveland-Cliffs Inc.","10.89","$3.19B","Basic Industries","Precious Metals"
"445","CLPR","Clipper Realty Inc.","13.28","$236.55M","Consumer Services","Real Estate Investment Trusts"
"446","CLX","Clorox Company (The)","157.8","$20.22B","Consumer Durables","Specialty Chemicals"
"447","CLD","Cloud Peak Energy Inc","0.5057","$38.32M","Energy","Coal Mining"
"448","CLDR","Cloudera, Inc.","15.15","$3.99B","Technology","Computer Software: Prepackaged Software"
"449","CMS","CMS Energy Corporation","54.1","$15.33B","Public Utilities","Power Generation"
"450","CNA","CNA Financial Corporation","43.46","$11.8B","Finance","Property-Casualty Insurers"
"451","CNF","CNFinance Holdings Limited","5.273","$358.68M","Finance","Finance: Consumer Services"
"452","CNHI","CNH Industrial N.V.","11.01","$14.91B","Capital Goods","Construction/Ag Equipment/Trucks"
"453","CNO","CNO Financial Group, Inc.","17.21","$2.79B","Finance","Accident &Health Insurance"
"454","CEO","CNOOC Limited","172.72","$1.81B","Energy","Oil & Gas Production"
"455","CNXM","CNX Midstream Partners LP","15.71","$999.97M","Public Utilities","Natural Gas Distribution"
"456","CEIX","CNX Resources Corporation","38.37","$1.05B","Energy","Coal Mining"
"457","KOF","Coca Cola Femsa S.A.B. de C.V.","60.28","$12.66B","Consumer Non-Durables","Beverages (Production/Distribution)"
"458","KO","Coca-Cola Company (The)","45.38","$194.01B","Consumer Non-Durables","Beverages (Production/Distribution)"
"459","CCEP","Coca-Cola European Partners plc","47.65","$22.61B","Consumer Non-Durables","Beverages (Production/Distribution)"
"460","CDE","Coeur Mining, Inc.","4.74","$963.67M","Basic Industries","Precious Metals"
"461","CNS","Cohen & Steers Inc","41.88","$1.96B","Finance","Investment Managers"
"462","CFX","Colfax Corporation","26.52","$3.11B","Capital Goods","Fluid Controls"
"463","CL","Colgate-Palmolive Company","66","$56.87B","Consumer Non-Durables","Package Goods/Cosmetics"
"464","CCH","Collier Creek Holdings","9.85","$116.97M","Finance","Business Services"
